,Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
10890,"Los Angeles Daily News Publishing Company, a Delaware Corporation d/b/a Los Angeles Daily News; Long Beach Publishing Company; a Delaware Corporation d/b/a Long Beach Press Telegram; Torrance Holdings, LLC, formed in Delaware d/b/a Torrance Daily Breeze; San Gabriel Valley Tribune; Whittier Daily News; Pasadena Star-News; Inland Valley Daily Bulletin; Redlands Daily Facts; The Riverside Press-Enterprise; The Sun (San Bernardino); The Orange County Register; and California Newspaper Partnership, a Delaware General Partnership doing business as Southern California News Group",21-RC-273230,Anaheim,CA,2021-02-24,"Region 21, Los Angeles, California",Closed,12/22/2021,Certific. of Representative,140.0,140.0,"Media Guild of the West, TNG-CWA Local 39213, AFL-CIO","Included: All full-time and regular part-time editorial employees of the Employer

Excluded: Managerial employees, supervisors and guards as defined by the Act."
10891,"Imperfect Foods, Inc.",20-RC-273136,San Francisco,CA,2021-02-23,"Region 20, San Francisco, California",Closed,05/07/2021,Certific. of Representative,80.0,65.0,"United Food & Commercial Workers Union, Local 5","Included:  All line-haul drivers and food delivery drivers employed at the San Francisco, Concord, Sacramento and Merced locations.
Excluded:  All other employees, guards, and supervisors as defined by the Act."
10892,"Daily News, L.P.",02-RC-273144,New York,NY,2021-02-23,"Region 02, New York, New York",Closed,05/14/2021,Certific. of Representative,68.0,78.0,"The NewsGuild of New York, Local 31003 TNG/CWA","Included: All full-time and regular part-time editorial employees performing work for the New York Daily News, wherever located in the United States Excluded: All other employees, including managers, supvervisors and guards as defined by the Act"
10894,"Capital Automatic Sprinkler, LLC",14-RC-273162,California,MO,2021-02-23,"Region 14, Saint Louis, Missouri",Closed,06/21/2021,Certification of Results,7.0,6.0,"Road Sprinkler Fitters Local Union  No. 669, U.A., AFL-CIO",Included:  All employees involved in the installation or servicing of automatic fire protection systems.  Excluded:  Supervisors.
10895,"Friendship Service Center, Inc.",01-RC-273130,New Britain,CT,2021-02-23,"Region 01, Boston, Massachusetts",Closed,03/05/2021,Withdrawal Non-adjusted,,1.0,,"Included: The petitioner presently represents all full-time and regular part-time Shelter Managers employed by the Employer at its 241 Arch Street (or emergency, alternate locations), New Britain, Connecticut Center. This petition seeks a self-determination election for the presently unrepresented all full-time and regular part-time Kitchen Managers.
Excluded: All other employees, including all professional & managerial, office/clericals, guards, and supervisors as defined in the act.
"
10896,"West County Resource Recovery, Inc. d/b/a West County Integrated Resource Recovery Facility",32-RC-273165,Richmond,CA,2021-02-23,"Region 32, Oakland, California",Closed,04/08/2021,Certification of Results,1.0,1.0,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 315,"Included: Scalehouse Operator employed by the Employer located at 101 Pittsburg Ave., Richmond, CA 94801.

Excluded: All other employees and supervisors and guards as defined by the Act."
10897,"3 Corners, LLC",28-RC-273211,Las Vegas,NV,2021-02-23,"Region 28, Phoenix, Arizona",Open - Blocked,,,,9.0,,"INCLUDED:  All warehouse attendants and warehouse receiving clerks employed by the Employer at its facility in Las Vegas, NV.

EXCLUDED:  Employees already represented by a labor organization, warehouse office clerical employees and all other employees, guards and supervisors, as defined by the Act."
10899,"GANNETT SATELLITE INFORMATION NETWORK, LLC D/B/A THE BERGEN RECORD/THE RECORD (A DIRECT WHOLLY OWNED SUBSIDIARY OF GANNETT MEDIA CORP), AND GATEHOUSE MEDIA PENNSYLVANIA HOLDINGS, INC. D/B/A THE NEW JERSEY HERALD (A DIRECT WHOLLY OWNED SUBSIDIARY OF GATEHOUSE MEDIA OPERATING, LLC)",22-RC-273054,Paterson,NJ,2021-02-22,"Region 22, Newark, New Jersey",Closed,05/17/2021,Certific. of Representative,83.0,100.0,"NEWSGUILD OF NEW YORK, LOCAL 31003, COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO","Included:  All full-time and regular part-time editorial employees of the Employer.

Excluded:  All other employees, including managers, guards and supervisors as defined by the Act.
"
10903,"FOX TELEVISION STATIONS, LLC",18-RC-273053,Brown Deer,WI,2021-02-22,"Region 18, Minneapolis, Minnesota",Closed,12/08/2021,Certific. of Representative,32.0,34.0,,"Included: All full and part time Photojournalists including the Chief Photographer and Director of Photography, Multimedia Journalists, and Editors.

Excluded: Clericals, administrative staff, managers, and other statutorily excluded employees.
"
10904,"Fowler General Construction, Inc.",19-RC-273131,Richland,WA,2021-02-22,"Region 19, Seattle, Washington",Closed,05/20/2021,Certific. of Representative,7.0,2.0,"Operative Plasterers and Cement Masons International Association, Local 72","Included:  All full time and regular part-time Cement Masons

Excluded:  All other employees, guards, and supervisors as defined by the Act."
10905,"Tsunis Hotels, LLC d/b/a Holiday Inn Express Stony Brook",29-RC-273119,Centereach,NY,2021-02-22,"Region 29, Brooklyn, New York",Closed,06/03/2021,Certific. of Representative,11.0,12.0,"Local 1102 RWDSU, United Food and Commercial Workers","Included: All full-time and regular part-time housekeepers employed at the Employer's 3131 Nesconset Highway, Centerreach, NY facility Excluded: All sales persons, drivers, front desk employees, maintenance employees, breakfast bar hosts, porters, room inspectors, office clerical employees, guards and supervisors as defined by the Act"
10908,"GPI NH-T, Inc. d/b/a Ira Toyota of Manchester",01-RC-273064,Manchester,NH,2021-02-19,"Region 01, Boston, Massachusetts",Closed,05/05/2021,Certification of Results,28.0,28.0,"GPI NH-T, Inc. d/b/a Ira Toyota of Manchester","Included: New and used service technicians, new and used lube technologies, new and used  lead technicians.
Excluded: All others."
10909,Titan Health LLC d/b/a Tweedleaf,27-RC-273014,Denver,CO,2021-02-19,"Region 27, Denver, Colorado",Closed,03/19/2021,Withdrawal Non-adjusted,,36.0,,"Included: All full-time and regular part-time production and maintenance
employees.
Excluded: All managers, guards and supervisors as defined by the Act."
10910,"Nissan North America, Inc.",10-RC-273024,Smyrna,TN,2021-02-19,"Region 10, Atlanta, Georgia",Closed,03/24/2023,Certification of Results,73.0,87.0,,"Included: Tool and Die Maintenance Technicians

Excluded: Maintenance, Production, all other employees, & usual exclusions under the Act"
10911,"STERICYCLE, INC. d/b/a SHRED-IT",22-RC-272884,Lawrence Township,NJ,2021-02-18,"Region 22, Newark, New Jersey",Closed,04/29/2021,Certific. of Representative,31.0,33.0,TEAMSTERS LOCAL UNION NO. 469,"Included:  All full-time and regular part-time truck drivers and helper.

Excluded:  All warehouse employees, office clerical employees managers, guards and supervisors as defined in the Act."
10913,"HERZOG TRANSIT SERVICES, INC.",16-RC-272925,Irving,TX,2021-02-18,"Region 16, Fort Worth, Texas",Closed,04/21/2021,Certific. of Representative,10.0,10.0,AMERICAN TRAIN DISPATCHERS ASSOCIATION,"Included: All full-time and regular part-time employees who perform train dispatcher services. 

Excluded: All other employees, supervisors, managers, guards, and confidential employees as defined by the Act."
10914,"The Second City, Inc. and Second City Works, Inc., a Single Employer",31-RC-272957,Los Angeles,CA,2021-02-18,"Region 31, Los Angeles, California",Closed,04/15/2021,Certific. of Representative,97.0,89.0,"Communication Workers of America, District 9","Included: All Second City Training Center, films school and/or Second City Works Faculty, Musical Directors and Facilitators located in Los Angeles, CA.

Excluded: All guards, supervisors, office clerical employees as defined in the Act.
"
10918,Diversified Protection Corporation (DPC),05-RC-272856,Washington,DC,2021-02-17,"Region 05, Baltimore, Maryland",Closed,02/26/2021,Withdrawal Non-adjusted,,8.0,,"Included:  All regular part-time and full time security employees at the EU in Washington DC.
  
Excluded:  All confidential, clerical,, managerial and Supervisors as defined in the National Labor Relations Act.
"
10920,"Southern California Edison Company, Inc.",31-RC-272892,Chino,CA,2021-02-17,"Region 31, Los Angeles, California",Closed,04/20/2021,Certific. of Representative,12.0,12.0,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 47, AFL-CIO","Included: All full-time employees classified as aircraft mechanics, aircraft detailers, and aircraft operations specialists.

Excluded: All other employees, guards, managers, and supervisors as defined in the Act."
10922,Foragers d/b/a Foragers Market,29-RC-272774,Brooklyn,NY,2021-02-16,"Region 29, Brooklyn, New York",Closed,05/12/2021,Certific. of Representative,11.0,19.0," United Food & Commercial Workers Union, Local 1500","Included:

All full-time and regularly scheduled part-time Food Preparers, Back Counter Workers, Porters/Dishwashers, Juice/Coffee Bar Attendants, Cashiers, Stockers and Receivers.

Excluded:

Buyers, Head Chefs, Drivers, Wine Workers, and all other employees, guards, casual employees, confidential clerical and office workers, professional employees and supervisors as defined by the Act. 
"
10924,Rush University Medical Center,13-RC-272731,Chicago,IL,2021-02-16,"Region 13, Chicago, Illinois",Closed,06/01/2021,Certific. of Representative,54.0,41.0,"Health Care, Professional, Technical, Office, Warehouse and Mail Order Employees Union Local 743 Affiliated with the International Brotherhood of Teamsters","Indluded: All full time and part time Licensed Laboratory Technician (Phlebotomist) employees working seventeen (17) or more hours per week employed at the employer’s 1620 W Harrison St Facilities.

Excluded:
Supervisors, temporary and casual employees, nursing assistant IIs (NAIIs), regular part-time
employees normally working less than seventeen (17) hours per week, and all other employees
of the Medical Center."
10925,McLaren Lapeer Region,07-RC-272810,Lapeer,MI,2021-02-16,"Region 07, Detroit, Michigan",Closed,05/06/2021,Certific. of Representative,107.0,118.0,"Local 332, International Brotherhood of Teamsters (IBT)","Included: All Regular Full-Time, Part-Time & Casual Radiology, Catscan, Ultrasound, MRI, Nuclear Medicine, Cath Lab, Echo, Vascular Technologists, Emergency Dept., Behavioral Health, Surgical (OR) Techs, Respiratory Techs I & II, Respiratory Therapists, Special Procedure Techs & Mammography Techs, Medical Lab Technicians & Medical Lab Technologists

Excluded: Office Clerical, Professional Employees, Service & Maintenance, Guards, Supervisors defined in Act & all other Employees"
10926,"Greenleaf Compassionate Care Center, Inc.",01-RC-272753,Portsmouth,RI,2021-02-16,"Region 01, Boston, Massachusetts",Closed,04/13/2021,Certific. of Representative,28.0,40.0,United Food and Commercial Workers Union Local 328,"Included: All full-time and regular part-time employees at the Portsmouth location including budtenders, keyholders, online orderers and delivery associates Excluded: Security, guards, retail manager, assistant retail manager, head of delivery, the executive assistant to the CEO and supervisors, managers and all others excluded by the Act"
10927,Autoport Michigan Limited,07-RC-272805,Bloomfield Hills,MI,2021-02-16,"Region 07, Detroit, Michigan",Closed,02/24/2021,Withdrawal Non-adjusted,,21.0,,"Included:  All employees classified in Article 20, Section 1 of CBA and admin/office clerical.

Excluded:  Non-classified employees, guards and supervisors defined by Act."
10928,"The Second City, Inc., and Second City Works, Inc., A Single Employer",13-RC-272783,Chicago,IL,2021-02-16,"Region 13, Chicago, Illinois",Closed,04/23/2021,Certific. of Representative,170.0,155.0,"Illinois Federation of Teachers, AFT, AFL-CIO","Included:
All Second City Training Center, Film School and/or Second City Works Faculty, Musical
Directors and Facilitators located in Chicago, Illinois.

Excluded- All other employees as defined by the act."
10929,PULAU Corporation,18-RC-272838,Little Falls,MN,2021-02-16,"Region 18, Minneapolis, Minnesota",Closed,04/22/2021,Certification of Results,2.0,2.0,,"All full-time and regular part-time training support specialists, warehouse specialists, and TADSS Schedulers employed at the employer's 15000 Hwy. 115 Camp Ripley Bldg. 10-65, Little Falls, Minnesota work location; excluding all other employees, office clerical employees, professional employees, and guards and supervisors as defined by the Act, as amended."
10931,"Vail Resorts, Inc.",27-RC-272790,Broomfield,CO,2021-02-16,"Region 27, Denver, Colorado",Closed,04/02/2021,Certification of Results,88.0,81.0,,"lncluded: Basic Level Ski Patrollers, lntermediate Level Ski Patrollers, Advanced Level Ski Patrollers, Ski Patrol Specialists, Part Time Ski Patrollers at Keystone, CO Ski Resort;
Excluded: All other employees."
10933,Access 2 Care Senior Network Dispatcher,14-RC-272679,Saint Louis,MO,2021-02-12,"Region 14, Saint Louis, Missouri",Closed,02/24/2021,Withdrawal Non-adjusted,,6.0,,"Included:  All Full and Part-Time Dispatchers for Team Amazon.  Excluded:  Office Clerical and Professional employees, Guards and Supervisors as defined in the Act."
10935,"First Transit, Inc.",04-RC-272700,Philadelphia,PA,2021-02-12,"Region 04, Philadelphia, Pennsylvania",Closed,04/15/2021,Certific. of Representative,5.0,5.0,International Union of Journeymen and Allied Trades Local 726,"Included:  All full time and regular part time dispatchers at the Employers Wheatsheaf Lane facility.
Excluded: All other employees, including guards and supervisors as defined in the Act."
10936,Hopewell Services LLC d/b/a Hopewell Transportation,13-RC-272685,Carol Stream,IL,2021-02-12,"Region 13, Chicago, Illinois",Closed,04/15/2021,Certific. of Representative,3.0,3.0,"International Brotherhood of Teamsters, Local  777","Included: All full-time and regular part-time dispatchers, clerks and routers.

Excluded- Drivers, monitors, technicians, trainers, guards, professional employees and supervisors as defined by the act."
10937,"Twin City Foods, Inc.",19-RC-272696,Pasco,WA,2021-02-12,"Region 19, Seattle, Washington",Closed,02/24/2021,Withdrawal Non-adjusted,,21.0,,"Included:

All full-time and regular part-time warehouse employees.

Excluded: 

All office clerical, professionals, guards, supervisors and confidential employees as defined in the Act, and all other employees."
10938,Medium,20-RC-272697,San Francisco,CA,2021-02-12,"Region 20, San Francisco, California",Closed,02/24/2021,Withdrawal Non-adjusted,,120.0,,"All Employees.  Excluded:  All guards, office clerical and supervisors as defined by the Act."
10939,Asociacion de Empleados del Estado Libre Asociado (AEELA),12-RC-272714,San Juan,PR,2021-02-12,"Region 12, Tampa, Florida",Closed,03/05/2021,Withdrawal Non-adjusted,,168.0,,"Included:  All office employees, maintenance and skilled office employees and for the repair of the Asociation building at its presmises in Hato Reyor anywhere on the Island, including Playa Santa Del Caribe.

Excluded:  ---"
10940,"Waste Solutions Group of San Benito, LLC d/b/a John Smith Road Landfill",32-RC-272701,Hollister,CA,2021-02-12,"Region 32, Oakland, California",Closed,05/19/2021,Certification of Results,13.0,11.0,,"Included: Operators, Mechanics, Scale Attendants, Spotters, Laborers.

Excluded: Site Manager, Office Admin."
10944,Foragers Chelsea LLC,02-RC-272611,New York,NY,2021-02-11,"Region 02, New York, New York",Closed,04/22/2021,Certific. of Representative,19.0,20.0,United Food & Commercial Workers Union Local 1500,"Included:
All full-time and regularly scheduled part-time Food Preparers, Back Counter Workers, Porters/Dishwashers, Juice/Coffee Bar Attendants, Cashiers, Stockers and Receivers.

Excluded:
Buyers, Head Chefs, Drivers, Wine Workers, and all other employees, guards, casual employees, confidential clerical and office workers, professional employees and supervisors as defined by the Act."
10945,Mille Lacs Health System,18-RC-272669,Onamia,MN,2021-02-11,"Region 18, Minneapolis, Minnesota",Closed,04/21/2021,Certific. of Representative,29.0,27.0,INTERNATIONAL ASSOCIATION OF EMT's AND PARAMEDICS (IAEP),"Included:  Full time, part time, casual EMT's and Paramedics.

Excluded:  All other employees employed by the employer."
10946,"10 ROADS EXPRESS, LLC",09-RC-272599,Lexington,KY,2021-02-11,"Region 09, Cincinnati, Ohio",Closed,05/19/2021,Certification of Results,9.0,2.0,,"Included:  All full time drivers operating out of the U.S. Postal Service facility located at 1088 Nandino Blvd., Lexington, Kentucky.

Excluded:  All part time employees, casual employees, seasonal employees, office employees, guards and supervisors as defined by the Act."
10947,"New York Blood Center, Inc.",05-RC-272589,Dover,DE,2021-02-11,"Region 05, Baltimore, Maryland",Closed,04/09/2021,Certific. of Representative,53.0,54.0,1199SEIU United Healthcare Workers East a/w Service Employees International Union,"Included:  All full-time and regular part-time and per diem non-professional employees employed by the Employer at its Concord, PA, Newark, DE, Dover, DE and Salisbury, MD facilities including all Lead Techs, Drivers, Blood Collection Techs 1, Blood Collection Techs 2, Blood Collection Techs 3, Blood Collection Techs 4, Donor Room Assistants and Registrars.
 
Excluded:  All managers, professionals, guards and supervisors as defined in the Act."
10948,"MasterCorp Commercial Services, LLC",31-RC-272610,Torrance,CA,2021-02-11,"Region 31, Los Angeles, California",Closed,04/06/2021,Certific. of Representative,8.0,8.0,SEIU United Service Workers West,"Included: All full time and regular part time employees working as janitors at Del Amo Facility.

Excluded: All others."
10949,TBC Corp. d/b/a National Tire & Battery,08-RC-272621,Fairlawn,OH,2021-02-11,"Region 08, Cleveland, Ohio",Closed,03/01/2021,Withdrawal Non-adjusted,,2.0,,"Included: All full-time and part-time Service Technicians, Assistant / Apprentice Service Technicians and General Service Technicians.
Excluded: All others."
10951,AdvanSix Inc.,05-RC-272485,Chesterfield,VA,2021-02-10,"Region 05, Baltimore, Maryland",Closed,03/19/2021,Certific. of Representative,14.0,16.0,"Teamsters Local Union 101, Industrial & Allied Workers a/w International Brotherhood of Teamsters","Included:  All Full & Part time Logistics Operators.

Excluded:  Supervisors and confidential employees as defined by the Act. 
"
10952,UNIFRAX LLC,03-RC-272451,Tonawanda,NY,2021-02-10,"Region 03, Buffalo, New York",Closed,03/24/2021,Certification of Results,23.0,25.0,,"Included:  All full-time and regular part-time production and maintenance employees at the Employer's facility in Tonawanda, NY.

Excluded:  All temporary employees, office clerical and professional employees, guards , and Supervisors as defined in the Act."
10954,New York University,02-RC-272467,New York,NY,2021-02-10,"Region 02, New York, New York",Closed,04/15/2021,Withdrawal Adjusted,,40.0,,"Included:
Sergeants

Excluded:
All other employees"
10955,"Studio in a School NYC, LLC",02-RC-272585,New York,NY,2021-02-10,"Region 02, New York, New York",Closed,04/26/2021,Certific. of Representative,107.0,110.0,"TECHNICAL, OFFICE & PROFESSIONAL UNION, LOCAL 2110, UAW","Included:
All teaching artists and administrative staff employed by the Employer

Excluded:
All managers and supervisors as defined by the Act"
10956,"Waste Management Reduction Service, Inc.,",02-RC-272534,North Salem,NY,2021-02-10,"Region 02, New York, New York",Closed,02/16/2021,Withdrawal Non-adjusted,,2.0,,"Included:
All Full time and regular part time clerical employees

Excluded:
All other employees"
10957,MTM TRANSIT D/B/A RIDE RIGHT,16-RC-272436,Austin,TX,2021-02-09,"Region 16, Fort Worth, Texas",Closed,04/07/2021,Certific. of Representative,5.0,5.0,"AMALGAMATED TRANSIT UNION, LOCAL 1091","Included: All full-time and regular part-time trainers, resolution specialists and payroll specialists employed by the Employer at the South garage in Austin, TX. The union seeks an Armour-Globe election.

Excluded: All other employees, guards and supervisors as defined by the Act."
10958,ACLU Foundation of Georgia Inc.,10-RC-272413,Atlanta,GA,2021-02-09,"Region 10, Atlanta, Georgia",Closed,04/09/2021,Certific. of Representative,13.0,13.0,International Brotherhood of Electrical Workers Local 613,"ATTACHMENT “A”
Include: All regular full-time and part-time and long-term temporary employees including, but not limited to the positions of:
Campaign Manager; Policy Analyst; Reproductive Rights & Justice Manager; Organizer; Policy Council; Voting Rights Organizer; Office Manager; Digital Communications Associate; Staff Attorney; Paralegal; QVS Fellow and Fellows fully funded by the employer.
ATTACHMENT “B”
Exclude: Executive Director; Managerial Employees; Confidential Employees; Interns; and Supervisors as defined in the Act."
10959,MTM TRANSIT D/B/A RIDE RIGHT,16-RC-272435,Austin,TX,2021-02-09,"Region 16, Fort Worth, Texas",Closed,04/07/2021,Certification of Results,3.0,2.0,,"Included: All full-time and regular part-time resolution specialists and payroll specialists employed by the Employer at the North garage in Austin, TX. The union seeks an Armour-Globe election.

Excluded: All other employees, guards and supervisors as defined by the Act."
10960,"Sysco Central California, Inc.",32-RC-272441,Modesto,CA,2021-02-09,"Region 32, Oakland, California",Closed,06/11/2021,Certific. of Representative,44.0,44.0,Teamsters Local 386,"Included: All drivers, including shuttle and delivery drivers.

Excluded: All managers, supervisors, and guards, as defined by the Act."
10961,International Paper Company,19-RC-272466,Beaverton,OR,2021-02-09,"Region 19, Seattle, Washington",Closed,05/21/2021,Certification of Results,32.0,23.0,,"Included:  All full and regular part-time employees employed by the Employer at its Beaverton, Oregon facility, including, but not limited to, production, shipping, maintenance and truck driving employees.

Excluded:  Office clerical, temporary employees, guards and supervisors as defined by the Act."
10962,"Oven Artisans, Inc., d/b/a Orwashers Bakery",02-RC-272334,Bronx,NY,2021-02-08,"Region 02, New York, New York",Closed,05/05/2021,Certification of Results,43.0,35.0,"Bakery Confectionery Tobacco Workers' and Grain Millers Int'l Union, AFL-CIO, Local 53","Included:
All production workers, sanitors,  porters, shippers, receiving and maintenance.

Excluded:
Supervisors and clerical"
10963,"Howmet Castings & Services, Inc.",25-RC-272370,La Porte,IN,2021-02-08,"Region 25, Indianapolis, Indiana",Closed,05/10/2021,Certification of Results,366.0,330.0,,"Included: All full-time and regular part-time Production, maintenance, and production support employees including shipping,
receiving, X-Ray, FPI, CMM, and blue light.
Excluded: All other employees, including non-production employees, engineers, Office clerical employees,
professional employees, guards and supervisors, as defined by the Act."
10964,"Republic Services Environmental, LLC",21-RC-272394,San Diego,CA,2021-02-08,"Region 21, Los Angeles, California",Closed,04/05/2021,Certific. of Representative,9.0,10.0,"Teamsters, Chauffeurs, Warehousemen and Helpers Local Union No. 542","Included:  All Full Time and Part Time Mechanics, WElders, Painters, Drivers, Helpers and Laborers

Excluded:  All other employees, Guards and Supervisors"
10965,Kim Industries,03-RC-272291,Tonawanda,NY,2021-02-05,"Region 03, Buffalo, New York",Closed,04/07/2021,Certific. of Representative,31.0,34.0,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4","Included:  All employees who perform or are hired to perform any of the services described in Article VIII (""Craft Jurisdiction"") of the 2019- 2021 collective bargaining agreement.

Excluded:  All other employees."
10966,DS 30 Morningside Master Tenant LLC,02-RC-272281,New York,NY,2021-02-05,"Region 02, New York, New York",Closed,02/17/2021,Withdrawal Non-adjusted,,9.0,,"Included:
All full time and regular part-time Porters, Cleaners, Concierge, Concierge/Porter,
and Handyman.

Excluded:
All other employees, including office clerical, professional employees, managers, 
guards and supervisors as defined in the Act."
10967,Samaritan Pacific Health Services d/b/a Samaritan Medical Group,19-RC-272292,Newport,OR,2021-02-05,"Region 19, Seattle, Washington",Closed,05/18/2021,Certification of Results,62.0,60.0,,"Employees Included: (to be included in existing non-professional unit) All full-time, regular part-time and per diem non-professional employees employed by the Employer at its clinics located at 930 SW Abbey St Newport, OR; 720 SW 9th St Newport, OR; 920 SW Range Dr Waldport, OR; 199 W Highway 20 Toledo, OR; 531 N Highway 101 Ste A Depoe Bay, OR in the following job classifications: Clinic CMA-RMA, Clinic CMA Ld, Clinic Care Coordinator - Peds, Clinic Phlebotomist-Certified, Clinic Documentation Tech, Clinic Technician (EMT/Paramedic), Clinic Technician – Float Pool, Clinic Technician Specialist, Clinic Rx Refill PA Spec, Clinic Med Office Receptionist, Clinic Med Office Specialist, Clinic Referral Specialist, Referral Coordinator, Clinic LPN, Clinic LPN – Float Pool, MA Apprentice. Employees Excluded: All other non-professional employees, professional employees, physicians, registered nurses, technical employees, business office clerical employees, skilled maintenance employees, managerial employees and guards and supervisors as defined by the Act."
10968,"Nutritional Management Services, Inc.",29-RC-272399,Far Rockaway,NY,2021-02-05,"Region 29, Brooklyn, New York",Closed,06/29/2021,Certific. of Representative,13.0,13.0,1199 SEIU United Healthcare Workers East,"Included: All regular full time, part time and per diem Dietary Aides, Cook 1, Cook 11, Dietary Porters, Cooks, Helpers and Pot Washers employed at the 1711 Brookhaven Avenue location.
Excluded: All guards, managers, confidential employees and supervisors as defined by the Act."
10969,"Danvers – T, Inc. d/b/a Ira Toyota of Danvers",01-RC-272355,Danvers,MA,2021-02-05,"Region 01, Boston, Massachusetts",Closed,05/03/2021,Certification of Results,48.0,40.0,"Danvers – T, Inc. d/b/a Ira Toyota of Danvers","Included: New and Used Service Technicians, New and Used Lube Technicians.
Excluded: All others."
10970,"Danvers – S, Inc. d/b/a Ira Subaru",01-RC-272344,Danvers,MA,2021-02-05,"Region 01, Boston, Massachusetts",Closed,05/03/2021,Certification of Results,14.0,15.0,,"Included: New and Used Service Technicians, New and Used Lube Technicians.
Excluded: All others."
10971,California Institute of the Arts,31-RC-272320,Valencia,CA,2021-02-05,"Region 31, Los Angeles, California",Closed,03/31/2021,Certific. of Representative,15.0,19.0,"Communication Workers of America, District 9","Included: All Technical Artist, Support Staff, Studio and Gallery Manager, Equipment Coordinator (Film Cage), Cage Technician, Head of Production Services, Technical Specialist, Production and
Installation, Chief Video Engineer, Digital Labs Manager, Technical Specialist in Animation,
Equipment Supervisor, Technical Support Coordinator, Technical Specialist, Production and
Installation, Technical Specialist in Sound, Associate Technical Director, Piano Technician, Master Electrician, Associate Costume Shop Manager, Production Associate, Dance Staff.

Excluded: All other employees, guards, office clerical and supervisors."
10972,The Loretto Hospital,13-RC-272221,Chicago,IL,2021-02-04,"Region 13, Chicago, Illinois",Closed,04/22/2021,Certific. of Representative,32.0,36.0,SEIU Healthcare Illinois & Indiana,"Included: All full-time and part-time technical employees at The Loretto Hospital located at 645 South
Central Avenue, Chicago, IL 60644 except for confidential, managerial, supervisory, service,
skilled maintenance employees, business office clerical employees, and guards. Excluded: Confidential, managerial, supervisory, service, skilled maintenance employees, business office
clerical employees, and guards."
10973,"Airway Cleaners, LLC",04-RC-272199,Philadelphia,PA,2021-02-04,"Region 04, Philadelphia, Pennsylvania",Closed,04/01/2021,Certific. of Representative,35.0,25.0,United Construction Trades & Industrial Employees (U.C.T.I.E.) Local 621,"Included: All full-time and regular part-time employees employed by the Employer at the Philadelphia International Airport performing airport related services.


Excluded: All other employees not described above, employees represented by another union, food service employees, engineers, retail employees, office employees, confidential employees, managers, security guards and supervisors as defined in the Act."
10974,United Illuminating Company,01-RC-272269,Orange,CT,2021-02-04,"Region 01, Boston, Massachusetts",Closed,02/11/2021,Withdrawal Non-adjusted,,70.0,,"Included: All Full-Time and Regular Part-Time, Lead Analysts, Principal Analysts, Senior Business Analysts, Analysts, Assistant Analysts, Lead Engineers, Senior Engineers, Principal Engineers, Engineers, Engineers 2's, Associate Engineers, Lead Supervisors, Supervisors, Construction Managers, Customer Project Managers,  Distribution Outage Coordinators, Electric System Construction Schedulers, Senior Operations Tech SPT SPC ESO Exec's, and Commercial Collection Representatives.
Excluded: All supervisors as defined by the Act.
"
10975,"Superior Thermal Systems, LLC",03-RC-272197,Buffalo,NY,2021-02-04,"Region 03, Buffalo, New York",Closed,04/07/2021,Certific. of Representative,17.0,15.0,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4","Included:  All employees who perform or are hired to perform any of the services described in Article VIII (""Craft Jurisdiction"") of the 2019-2021 collective bargaining agreement.

Excluded:  All other employees."
10976,Insul-Co Inc.,03-RC-272215,Niagara Falls,NY,2021-02-04,"Region 03, Buffalo, New York",Closed,04/13/2021,Certific. of Representative,4.0,4.0,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4","Included:  All employees who perform or are hired to perform any of the services described in Article VIII (:Craft Jurisdiction"") of the 2010-2021 collective bargaining agreement.

Excluded:  All other employees."
10977,"OCM Construction, Inc.",03-RC-272248,Buffalo,NY,2021-02-04,"Region 03, Buffalo, New York",Closed,04/07/2021,Certific. of Representative,13.0,12.0,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4","Included:  All employees who perform or are hired to perform any of the services described in Article VIII (""Craft Jurisdiction"") of the 2019- 2021 collective bargaining agreement.

Excluded:  All other employees."
10978,"M & M Insulation, Inc.",03-RC-272279,Lockport,NY,2021-02-04,"Region 03, Buffalo, New York",Closed,04/13/2021,Certific. of Representative,11.0,13.0,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4","Included:  All employees who perform or are hired to perform any of the services described in Article VIII (""Craft Jurisdiction"") of the 2019- 2021 collective bargaining agreement.

Excluded:  All other employees."
10979,"Student Transportation of Florida, Inc. d/b/a Student Transportation of America",12-RC-272227,Jacksonville,FL,2021-02-04,"Region 12, Tampa, Florida",Closed,04/06/2021,Certific. of Representative,4.0,4.0,"International Brotherhood of Teamsters,  Local 512","Included:  All full-time and part-time hourly maintenance workers/mechanics.
Excluded:  All office clerical and supervisors as defined by the Act."
