,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
4536,09,09-RC-345649,,STARBUCKS CORPORATION,RC,Northfield,KY,2024-07-22 00:00:00,19,0,19,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",Consent,WON,,2024-08-07 00:00:00,Certific. of Representative,2024,,,,,
4537,09,09-RC-346063,,"AMERICAN CENTRIFUGE OPERATING, LLC, A WHOLLY OWNED SUBSIDIARY OF CENTRUS ENERGY CORP.",RC,Piketon,OH,2024-08-15 00:00:00,12,0,12,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2024-09-25 00:00:00,Certific. of Representative,2024,,,,,
4538,09,09-RC-346188,,"KENTUCKY POWER, A SUBSIDIARY OF AMERICAN ELECTRIC POWER, INC.",RC,Pikeville,KY,2024-08-06 00:00:00,30,9,20,"Local Union 978, International Brotherhood of Electrical Workers, AFL-CIO",Stipulated,WON,,2024-08-23 00:00:00,Certific. of Representative,2024,,,,,
4539,09,09-RC-346189,,"APPALACHIAN POWER, A SUBSIDIARY OF AMERICAN ELECTRIC POWER, INC.",RC,Charleston,WV,2024-08-05 00:00:00,22,3,17,"Local Union 978, International Brotherhood of Electrical Workers, AFL-CIO",Stipulated,WON,,2024-08-20 00:00:00,Certific. of Representative,2024,,,,,
4540,09,09-RC-346534,,"TITAN ARMORED, INC.",RC,Columbus,OH,2024-08-08 00:00:00,10,3,7,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2024-08-28 00:00:00,Certific. of Representative,2024,,,,,
4541,09,09-RC-347921,,"BFS GROUP, LLC",RC,Shelbyville,KY,2024-09-05 00:00:00,9,4,5,"General Drivers, Warehousemen and Helpers, Local 89 affiliated with the International Brotherhood of Teamsters",Stipulated,WON,,2024-09-20 00:00:00,Certific. of Representative,2024,,,,,
4542,09,09-RC-348338,,"LIVE NATION WORLDWIDE, INC.",RC,Aberdeen,KY,2024-09-05 00:00:00,16,0,8,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Craft of the United States, its Territories and Canada, Local Union No. 17, AFL-CIO",Stipulated,WON,,2024-09-20 00:00:00,Certific. of Representative,2024,,,,,
4543,09,09-RD-321725,,ELECTRONIC SYSTEMS CONSULTANTS LLC,RD,Columbus,OH,2023-09-22 00:00:00,4,3,1,"Road Sprinkler Fitters Local Union No. 669, U.A., AFL-CIO",Stipulated,,LOSS,2023-10-04 00:00:00,Certification of Results,2024,,,,,
4544,09,09-RD-325790,,"GIVEN GLASS AND GLAZING, LLC",RD,South Charleston,WV,2023-10-11 00:00:00,6,4,0,"Painters' District Council No. 53, International Union of Painters and Allied Trades, AFL-CIO",Stipulated,,LOSS,2023-10-24 00:00:00,Certification of Results,2024,,,,,
4545,09,09-RD-326871,,FIAT PRODUCTS LLC,RD,Somerset,KY,2023-10-26 00:00:00,25,14,9,"International Brotherhood of Teamsters, Local Union No. 651",Stipulated,,LOSS,2023-11-06 00:00:00,Certification of Results,2024,,,,,
4546,09,09-RD-341907,,ENGIE BUCKEYE OPERATIONS LLC,RD,Columbus,OH,2024-06-20 00:00:00,32,25,2,"Communications Workers of America, Local 4501, AFL-CIO",Stipulated,,LOSS,2024-06-28 00:00:00,Certification of Results,2024,,,,,
4547,09,09-RD-343899,,"MOUNTAIN ENTERPRISES, INC.",RD,Hagerhill,KY,2024-07-09 00:00:00,64,24,38,"United Steel, Paper, and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",Stipulated,WON,,2024-08-06 00:00:00,Certific. of Representative,2024,,,,,
4548,09,09-RM-309725,,"BUSKEN BAKERY, INC.",RM,Cincinnati,OH,2024-08-05 00:00:00,12,9,1,"Bakery, Confectionery, Tobacco Workers, and Grain Millers International Union, Local No. 57",Stipulated,,LOSS,2024-08-20 00:00:00,Certification of Results,2024,,,,,
4549,09,09-RM-325181,,"FLUOR-BWXT, LLC",RM,Piketon,OH,2023-10-10 00:00:00,19,8,5,"Local 689, United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",Stipulated,,LOSS,2023-10-20 00:00:00,Certification of Results,2024,,,,,
4550,09,09-RM-326914,,"CANNASCEND OHIO COLUMBUS, LLC D/B/A STRAWBERRY FIELDS",RM,Columbus,OH,2023-11-15 00:00:00,22,0,14,Teamsters Local Union No. 413,Stipulated,WON,,2023-12-04 00:00:00,Certific. of Representative,2024,,,,,
4551,09,09-RM-335986,,"UNION OIL & GAS, INC.",RM,Winfield,WV,2024-03-12 00:00:00,4,4,0,"United Steelworkers of America, Local Union No. 628-04",Stipulated,,LOSS,2024-03-22 00:00:00,Certification of Results,2024,,,,,
4552,09,09-RM-336026,,"TEAVEE OIL & GAS, INC.",RM,Winfield,WV,2024-03-12 00:00:00,2,2,0,"United Steelworkers of America, Local Union No. 628-04",Stipulated,,LOSS,2024-03-22 00:00:00,Certification of Results,2024,,,,,
4553,09,09-RM-348508,,"UPS WORLDWIDE FORWARDING, INC.",RM,Louisville,KY,2024-09-17 00:00:00,12,7,5,"General Drivers, Warehousemen and Helpers, International Brotherhood of Teamsters, Local 89",Stipulated,,LOSS,2024-09-25 00:00:00,Certification of Results,2024,,,,,
4554,"10, 10 BIR, 11, 26 NAS",10-RC-294270,,"Engert, LLC",RC,Knoxville,TN,2022-06-24 00:00:00,63,33,16,Plumbers and Pipefitters UA Local 102,Directed,,LOSS,2024-08-02 00:00:00,Certification of Results,2024,,,,,
4555,"10, 10 BIR, 11, 26 NAS",10-RC-314646,,"The Center for Pan Asian Community Services, Inc.",RC,Atlanta,GA,2023-07-25 00:00:00,39,5,11,Workers United Southern Regional Joint Board,Directed,WON,,2023-10-19 00:00:00,Certific. of Representative,2024,,,,,
4556,"10, 10 BIR, 11, 26 NAS",10-RC-319458,,"Rogers Group, Inc.",RC,Hopkinsville,KY,2023-07-19 00:00:00,12,5,4,International Union of Operating Engineers,Stipulated,,LOSS,2023-12-18 00:00:00,Certification of Results,2024,,,,,
4557,"10, 10 BIR, 11, 26 NAS",10-RC-323942,,"Corsair Memory, Inc.",RC,Duluth,GA,2023-09-28 00:00:00,86,46,32,Teamsters Local 728,Stipulated,,LOSS,2023-10-06 00:00:00,Certification of Results,2024,,,,,
4558,"10, 10 BIR, 11, 26 NAS",10-RC-324392,,"Bourbon Dog, Inc.",RC,Burlington,NC,2023-10-04 00:00:00,12,2,8,"Tech Repair Union, Local 1",Stipulated,WON,,2023-10-13 00:00:00,Certific. of Representative,2024,,,,,
4559,"10, 10 BIR, 11, 26 NAS",10-RC-324546,,Emory University,RC,Atlanta,GA,2023-10-18 00:00:00,1647,73,909,Workers United Southern Regional Joint Board,Stipulated,WON,,2023-12-26 00:00:00,Certific. of Representative,2024,,,,,
4560,"10, 10 BIR, 11, 26 NAS",10-RC-324673,,"Quest Diagnostics Clinical Laboratories, Inc.",RC,Abbeville,GA,2023-10-10 00:00:00,52,17,29,International Brotherhood of Teamsters Local 728,Stipulated,WON,LOSS,2023-12-15 00:00:00,Certific. of Representative,2024,,,,,
4561,"10, 10 BIR, 11, 26 NAS",10-RC-325112,,Starbucks Corporation,RC,Jonesboro,GA,2023-10-11 00:00:00,19,1,18,Workers United Southern Regional Joint Board,Stipulated,WON,,2023-10-19 00:00:00,Certific. of Representative,2024,,,,,
4562,"10, 10 BIR, 11, 26 NAS",10-RC-325524,,Phoenix Paper Wickliffe LLC,RC,Wickliffe,KY,2023-10-20 00:00:00,213,146,57,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",Stipulated,,LOSS,2023-10-30 00:00:00,Certification of Results,2024,,,,,
4563,"10, 10 BIR, 11, 26 NAS",10-RC-326004,,"Dal-TIle Tennessee, LLC",RC,Dickson,TN,2023-10-27 00:00:00,111,58,45,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC (USW)",Stipulated,,LOSS,2023-11-06 00:00:00,Certification of Results,2024,,,,,
4564,"10, 10 BIR, 11, 26 NAS",10-RC-326056,,"Eastern Music Festival, Inc",RC,Greensboro,NC,2023-10-23 00:00:00,58,4,36,American Federation of Musicians Local 342,Stipulated,WON,,2023-11-28 00:00:00,Certific. of Representative,2024,,,,,
4565,"10, 10 BIR, 11, 26 NAS",10-RC-326431,,"FJC Security Services, Inc.",RC,Nashville,TN,2023-10-25 00:00:00,40,2,14,International Guards Union of America (IGUA),Stipulated,WON,,2023-11-28 00:00:00,Certific. of Representative,2024,,,,,
4566,"10, 10 BIR, 11, 26 NAS",10-RC-327683,,Starbucks Corporation,RC,Atlanta,GA,2023-11-27 00:00:00,15,0,10,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2023-12-05 00:00:00,Certific. of Representative,2024,,,,,
4567,"10, 10 BIR, 11, 26 NAS",10-RC-327699,,"Controls Southeast, Inc.",RC,Pineville,NC,2023-11-09 00:00:00,82,66,11,"United Association Local Union 421 Plumbers, Pipefitters, Welders and HVAC-R Service Techs",Stipulated,,LOSS,2023-11-20 00:00:00,Certification of Results,2024,,,,,
4568,"10, 10 BIR, 11, 26 NAS",10-RC-328192,,"BFI Waste Services, LLC d/b/a Republic Services of Adairsville/Republic Services of Georgia",RC,Calhoun,GA,2023-11-15 00:00:00,42,19,22,Teamsters Local 728,Stipulated,WON,,2023-11-28 00:00:00,Certific. of Representative,2024,,,,,
4569,"10, 10 BIR, 11, 26 NAS",10-RC-328253,,"Sysco Knoxville, LLC",RC,Knoxville,TN,2024-03-21 00:00:00,77,46,29,International Brotherhood of Teamsters Local 519,Directed,,LOSS,2024-03-29 00:00:00,Certification of Results,2024,,,,,
4570,"10, 10 BIR, 11, 26 NAS",10-RC-328544,,"Garda CL East, Inc.",RC,North Charleston,SC,2023-12-05 00:00:00,17,10,6,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,,LOSS,2023-12-13 00:00:00,Certification of Results,2024,,,,,
4571,"10, 10 BIR, 11, 26 NAS",10-RC-328945,,Keurig Dr Pepper Inc.,RC,Knoxville,TN,2023-12-01 00:00:00,22,11,11,Teamsters Local Union #519,Stipulated,,LOSS,2023-12-11 00:00:00,Certification of Results,2024,,,,,
4572,"10, 10 BIR, 11, 26 NAS",10-RC-329075,,Starbucks Corporation,RC,Durham,NC,2023-12-11 00:00:00,20,2,16,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2023-12-19 00:00:00,Certific. of Representative,2024,,,,,
4573,"10, 10 BIR, 11, 26 NAS",10-RC-329241,,Alliance Mobile Inc.,RC,Morristown,TN,2023-12-08 00:00:00,5,0,5,"Communications Workers of America, AFL-CIO, CLC",Stipulated,WON,,2023-12-18 00:00:00,Certific. of Representative,2024,,,,,
4574,"10, 10 BIR, 11, 26 NAS",10-RC-330034,,"Transdev Services, inc.",RC,Auburn,AL,2023-12-08 00:00:00,3,0,3,International Brotherhood of Teamsters Local Union 612,Stipulated,WON,,2023-12-18 00:00:00,Certific. of Representative,2024,,,,,
4575,"10, 10 BIR, 11, 26 NAS",10-RC-330317,,Alliance Mobile Inc.,RC,Kingsport,TN,2023-12-27 00:00:00,3,0,3,"Communications Workers of America, AFL-CIO, CLC",Stipulated,WON,,2024-01-05 00:00:00,Certific. of Representative,2024,,,,,
4576,"10, 10 BIR, 11, 26 NAS",10-RC-330505,,"Alliance Mobile, Inc.",RC,Bristol,VA,2023-12-29 00:00:00,3,0,3,"Communications Workers of America, AFL-CIO, CLC",Stipulated,WON,,2024-01-09 00:00:00,Certific. of Representative,2024,,,,,
4577,"10, 10 BIR, 11, 26 NAS",10-RC-331945,,Wolf Creek Federal Services Inc.,RC,Huntsville,AL,2024-01-09 00:00:00,16,1,15,International Brotherhood of Electrical Workers Local #558,Stipulated,WON,,2024-01-18 00:00:00,Certific. of Representative,2024,,,,,
4578,"10, 10 BIR, 11, 26 NAS",10-RC-332075,,"Wolf Creek Federal Services, Inc.",RC,Huntsville,AL,2024-01-09 00:00:00,11,0,11,Plumbers and Steamfitters Union Local 760,Stipulated,WON,,2024-01-18 00:00:00,Certific. of Representative,2024,,,,,
4579,"10, 10 BIR, 11, 26 NAS",10-RC-332574,,"Duke University Health System, Inc., d/b/a Duke Raleigh Hospital",RC,Raleigh,NC,2024-01-25 00:00:00,25,11,14,"International Union of Operating Engineers, Local 465",Stipulated,WON,,2024-02-02 00:00:00,Certific. of Representative,2024,,,,,
4580,"10, 10 BIR, 11, 26 NAS",10-RC-332812,,Peace Center Foundation,RC,Greenville,SC,2024-01-31 00:00:00,5,0,5,International Alliance of Theatrical Stage Employees (IATSE) Local 322,Stipulated,WON,,2024-02-08 00:00:00,Certific. of Representative,2024,,,,,
4581,"10, 10 BIR, 11, 26 NAS",10-RC-332976,,"Giant Resource Recovery - Harleyville, Inc.",RC,Harleyville,SC,2024-01-31 00:00:00,29,23,4,"United Steel, Paper and Forestry, Rubber, Manufacturing, Allied Industrial and Service Workers International Union, AFL-CIO, CLC",Stipulated,,LOSS,2024-02-08 00:00:00,Certification of Results,2024,,,,,
4582,"10, 10 BIR, 11, 26 NAS",10-RC-333912,,"US Sugar Savannah Refinery, LLC",RC,Port Wentworth,GA,2024-02-21 00:00:00,174,112,41,"US Sugar Savannah Refinery, LLC",Stipulated,,LOSS,2024-02-29 00:00:00,Certification of Results,2024,,,,,
4583,"10, 10 BIR, 11, 26 NAS",10-RC-333968,,"Southeastern Paper Group, An Envoy Solutions Company",RC,College Park,GA,2024-02-29 00:00:00,42,21,19,Teamsters Local 528,Stipulated,,LOSS,2024-03-08 00:00:00,Certification of Results,2024,,,,,
4584,"10, 10 BIR, 11, 26 NAS",10-RC-334420,,Westinghouse Electric Co. LLC,RC,Hopkins,SC,2024-02-29 00:00:00,674,379,246,"International Brotherhood of Electrical Workers, AFL-CIO",Stipulated,,LOSS,2024-03-12 00:00:00,Certification of Results,2024,,,,,
4585,"10, 10 BIR, 11, 26 NAS",10-RC-335317,,"UNFI United Natural Foods, Inc.",RC,Atlanta,GA,2024-03-17 00:00:00,100,5,82,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 728,Stipulated,WON,,2024-03-26 00:00:00,Certific. of Representative,2024,,,,,
4586,"10, 10 BIR, 11, 26 NAS",10-RC-336085,,Starbucks Corporation,RC,Christiansburg,VA,2024-04-02 00:00:00,17,2,13,"Mid Atlantic Regional Joint Board, Workers United a/w SEIU",Stipulated,WON,,2024-04-10 00:00:00,Certific. of Representative,2024,,,,,
4587,"10, 10 BIR, 11, 26 NAS",10-RC-336566,,"Southeastern Paper Group, An Envoy Solutions Company",RC,College Park,GA,2024-03-21 00:00:00,26,13,13,Teamsters Local 528,Stipulated,,LOSS,2024-04-23 00:00:00,Certification of Results,2024,,,,,
4588,"10, 10 BIR, 11, 26 NAS",10-RC-336804,,Crescent Paper Tube Company,RC,Lewisport,KY,2024-03-27 00:00:00,20,4,16,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC",Directed,WON,,2024-04-05 00:00:00,Certific. of Representative,2024,,,,,
4589,"10, 10 BIR, 11, 26 NAS",10-RC-336868,,"Luke & Associates, Inc.",RC,Beaufort,SC,2024-03-25 00:00:00,21,5,10,"International Union of Operating Engineers Local 465, AFL-CIO",Stipulated,WON,,2024-04-24 00:00:00,Certific. of Representative,2024,,,,,
4590,"10, 10 BIR, 11, 26 NAS",10-RC-337551,,FlightSafety International Inc.,RC,Savannah,GA,2024-04-05 00:00:00,96,69,14,International Association of Machinists and Aerospace Workers,Stipulated,,LOSS,2024-04-15 00:00:00,Certification of Results,2024,,,,,
4591,"10, 10 BIR, 11, 26 NAS",10-RC-337614,,"Wells Fargo Bank, N.A.",RC,Apex,NC,2024-04-10 00:00:00,8,2,6,"Wells Fargo Workers United, affiliated with Communications Workers of America, AFL-CIO",Stipulated,WON,,2024-04-18 00:00:00,Certific. of Representative,2024,,,,,
4592,"10, 10 BIR, 11, 26 NAS",10-RC-338023,,"Volkswagen Group of America, Inc.",RC,Chattanooga,TN,2024-04-19 00:00:00,4326,985,2628,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",Stipulated,WON,,2024-04-30 00:00:00,Certific. of Representative,2024,,,,,
4593,"10, 10 BIR, 11, 26 NAS",10-RC-339519,,"ESG Operations, LLC",RC,Fort Benning,GA,2024-04-25 00:00:00,8,6,1,International Union of Operating Engineers Local 926,Stipulated,,LOSS,2024-05-03 00:00:00,Certification of Results,2024,,,,,
4594,"10, 10 BIR, 11, 26 NAS",10-RC-340449,,"10 Roads Express, LLC",RC,Greensboro,NC,2024-05-21 00:00:00,53,13,29,Teamsters Local 391,Stipulated,WON,,2024-05-31 00:00:00,Certific. of Representative,2024,,,,,
4595,"10, 10 BIR, 11, 26 NAS",10-RC-340892,,Democracy North Carolina,RC,Morrisville,NC,2024-05-24 00:00:00,16,,10,Communications Workers of America,Stipulated,WON,,2024-06-26 00:00:00,Certific. of Representative,2024,,,,,
4596,"10, 10 BIR, 11, 26 NAS",10-RC-341924,,"Accordius Health at Wilson, LLC d/b/a Harmony Park at Wilson",RC,Wilson,NC,2024-06-05 00:00:00,31,6,17,United Food and Commercial Worker's Local 1208,Stipulated,WON,,2024-06-13 00:00:00,Certific. of Representative,2024,,,,,
4597,"10, 10 BIR, 11, 26 NAS",10-RC-341948,,Corning Distribution Center,RC,Tarboro,NC,2024-06-12 00:00:00,118,63,47,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL--CIO CLC",Stipulated,,LOSS,2024-06-21 00:00:00,Certification of Results,2024,,,,,
4598,"10, 10 BIR, 11, 26 NAS",10-RC-342008,,Choice Adhesives Corporation,RC,Lynchburg,VA,2024-06-04 00:00:00,50,21,25,"International Brotherhood of Electrical Workers, Local 2173",Stipulated,WON,,2024-06-12 00:00:00,Certific. of Representative,2024,,,,,
4599,"10, 10 BIR, 11, 26 NAS",10-RC-342258,,Rural/Metro Corporation of Tennessee,RC,Chattanooga,TN,2024-06-18 00:00:00,18,0,14,International Association of Fire Fighters,Stipulated,WON,,2024-06-27 00:00:00,Certific. of Representative,2024,,,,,
4600,"10, 10 BIR, 11, 26 NAS",10-RC-342652,,"Innovative Solutions Unlimited, LLC",RC,Aiken,SC,2024-06-20 00:00:00,46,11,24,General Teamsters Local Union 509,Stipulated,WON,,2024-06-28 00:00:00,Certific. of Representative,2024,,,,,
4601,"10, 10 BIR, 11, 26 NAS",10-RC-342709,,"Prime Comms Retail, LLC",RC,Opelika,AL,2024-06-24 00:00:00,2,0,0,"Communications Workers of America, AFL-CIO, CLC",Stipulated,WON,,2024-07-02 00:00:00,Certific. of Representative,2024,,,,,
4602,"10, 10 BIR, 11, 26 NAS",10-RC-343266,,"Brown Security & Leo Mgt, Inc. d/b/a Southern Protection Agency",RC,Lexington,NC,2024-06-28 00:00:00,73,15,20,"Laborer's International Union of North America, Local Union 919",Stipulated,WON,,2024-08-07 00:00:00,Certific. of Representative,2024,,,,,
4603,"10, 10 BIR, 11, 26 NAS",10-RC-343613,,Starbucks Corporation,RC,Newberry,SC,2024-06-17 00:00:00,14,1,10,"Workers United, Southern Regional Joint Board",Consent,WON,,2024-06-26 00:00:00,Certific. of Representative,2024,,,,,
4604,"10, 10 BIR, 11, 26 NAS",10-RC-344185,,Atomic Transport,RC,Chattanooga,TN,2024-07-01 00:00:00,7,1,5,Teamsters Local Union # 519,Stipulated,WON,,2024-08-01 00:00:00,Certific. of Representative,2024,,,,,
4605,"10, 10 BIR, 11, 26 NAS",10-RC-344804,,"Point Broadband Fiber Holding, LLC",RC,Bristol,VA,2024-07-18 00:00:00,25,16,5,"International Brotherhood of Electrical Workers, Local 934",Stipulated,,LOSS,2024-07-26 00:00:00,Certification of Results,2024,,,,,
4606,"10, 10 BIR, 11, 26 NAS",10-RC-345032,,Hendersonville Community Cooperative,RC,Hendersonville,NC,2024-07-16 00:00:00,48,8,33,"United Food and Commercial Workers, Local 1996",Stipulated,WON,,2024-07-25 00:00:00,Certific. of Representative,2024,,,,,
4607,"10, 10 BIR, 11, 26 NAS",10-RC-345477,,AGL Services Company,RC,Atlanta,GA,2024-07-25 00:00:00,178,11,140,International Brotherhood of Electrical Workers Local Union 1997,Stipulated,WON,,2024-08-02 00:00:00,Certific. of Representative,2024,,,,,
4608,"10, 10 BIR, 11, 26 NAS",10-RC-345530,,Starbucks Corporation,RC,Alpharetta,GA,2024-07-15 00:00:00,17,0,14,"Workers United, Southern Regional Joint Board",Consent,WON,,2024-07-23 00:00:00,Certific. of Representative,2024,,,,,
4609,"10, 10 BIR, 11, 26 NAS",10-RC-345560,,Starbucks Corporation,RC,Roswell,GA,2024-07-16 00:00:00,18,2,12,Workers United Southern Regional Joint Board,Consent,WON,,2024-07-24 00:00:00,Certific. of Representative,2024,,,,,
4610,"10, 10 BIR, 11, 26 NAS",10-RC-345666,,"Sibelco North America, Inc.",RC,Spruce Pine,NC,2024-07-31 00:00:00,159,95,54,United Mine Workers of America,Stipulated,,LOSS,2024-08-09 00:00:00,Certification of Results,2024,,,,,
4611,"10, 10 BIR, 11, 26 NAS",10-RC-346152,,"Piedmont Athens Regional Medical Center, Inc.",RC,Athens,GA,2024-08-23 00:00:00,32,9,20,International Union of Operating Engineers Local 926,Stipulated,WON,,2024-09-03 00:00:00,Certific. of Representative,2024,,,,,
4612,"10, 10 BIR, 11, 26 NAS",10-RC-346721,,"Environmental Air Systems, LLC",RC,High Point,NC,2024-08-15 00:00:00,48,15,28,Plumbers and Pipefitters Local 421,Stipulated,WON,,2024-08-23 00:00:00,Certific. of Representative,2024,,,,,
4613,"10, 10 BIR, 11, 26 NAS",10-RC-346848,,Kroger Fulfillment Network LLC,RC,Forest Park,GA,2024-08-23 00:00:00,30,1,24,Teamsters Local 528,Stipulated,WON,,2024-09-03 00:00:00,Certific. of Representative,2024,,,,,
4614,"10, 10 BIR, 11, 26 NAS",10-RD-330998,,The Sherwin-Williams Manufacturing Company,RD,Lawrenceville,GA,2024-01-19 00:00:00,37,16,15,"International Union of Painters & Allied Trade, Local 1961",Stipulated,,LOSS,2024-02-05 00:00:00,Certification of Results,2024,,,,,
4615,"10, 10 BIR, 11, 26 NAS",10-RD-332755,,Nestle USA,RD,McDonough,GA,2024-01-24 00:00:00,62,27,31,RWDSU Southeast Council,Stipulated,WON,,2024-02-01 00:00:00,Certific. of Representative,2024,,,,,
4616,"10, 10 BIR, 11, 26 NAS",10-RD-335824,,everOn (Formally ADT Comm. LLC),RD,Knoxville,TN,2024-03-14 00:00:00,6,3,3,"IBEW Local 760 (International Brotherhood of Electrical Workers, Local 760)",Stipulated,,LOSS,2024-03-25 00:00:00,Certification of Results,2024,,,,,
4617,"10, 10 BIR, 11, 26 NAS",10-RD-337340,,"WestRock CP, LLC",RD,Nashville,TN,2024-04-05 00:00:00,8,4,4,"Teamsters, Chauffeurs, Helpers and Taxicab Drivers Local Union 327",Stipulated,,LOSS,2024-04-15 00:00:00,Certification of Results,2024,,,,,
4618,"10, 10 BIR, 11, 26 NAS",10-RD-339051,,"Rogers Group, Inc.",RD,Hopkinsville,KY,2024-04-30 00:00:00,14,8,5,"Laborer's International Union of North America, Local 1392",Stipulated,,LOSS,2024-05-08 00:00:00,Certification of Results,2024,,,,,
4619,"10, 10 BIR, 11, 26 NAS",10-RD-339795,,"Penske Truck Leasing Co., LP",RD,Nashville,TN,2024-05-08 00:00:00,25,15,8,International Association of Machinists & Aerospace Workers Local Lodge 735,Stipulated,,LOSS,2024-05-16 00:00:00,Certification of Results,2024,,,,,
4620,"10, 10 BIR, 11, 26 NAS",10-RD-340793,,Transcontinental AC US LLC,RD,Matthews,NC,2024-05-16 00:00:00,62,19,37,"Communications Workers of America and its Matthews, North Carolina Local Union No. 3603",Stipulated,WON,,2024-06-13 00:00:00,Certific. of Representative,2024,,,,,
4621,"10, 10 BIR, 11, 26 NAS",10-RD-343045,,"Imerys Fused Minerals Greeneville, Inc.",RD,Greeneville,TN,2024-06-26 00:00:00,26,10,16,United Steelworkers Local Union No. 507G-02,Stipulated,WON,,2024-07-08 00:00:00,Certific. of Representative,2024,,,,,
4622,"10, 10 BIR, 11, 26 NAS",10-RM-328588,,Starbucks Corporation,RM,Atlanta,GA,2023-11-27 00:00:00,15,0,10,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2023-12-05 00:00:00,Certific. of Representative,2024,,,,,
4623,"10, 10 BIR, 11, 26 NAS",10-RM-336783,,"Atlanta Symphony Orchestra - a Division of Robert W. Woodruff Arts Center, Inc.",RM,Atlanta,GA,2024-03-18 00:00:00,13,5,5,International Alliance of Theatrical Stage Employees (IATSE) Local 927,Stipulated,,LOSS,2024-03-26 00:00:00,Certification of Results,2024,,,,,
4624,"10, 10 BIR, 11, 26 NAS",10-RM-339842,,"The Luther F. Carson Four Rivers Center, Inc.",RM,Paducah,KY,2024-05-15 00:00:00,41,4,34,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, its Territories and Canada, Local Union No. 421, AFL-CIO",Stipulated,WON,,2024-06-24 00:00:00,Certific. of Representative,2024,,,,,
4625,"10, 10 BIR, 11, 26 NAS",10-RM-340838,,Spire Alabama Inc.,RM,Wetumpka,AL,2024-05-21 00:00:00,5,3,1,Gas Fitters Local Union No. 548,Stipulated,,LOSS,2024-06-21 00:00:00,Certification of Results,2024,,,,,
4626,"10, 10 BIR, 11, 26 NAS",10-RM-345904,,"Brink's, Incorporated",RM,Salem,VA,2024-08-08 00:00:00,15,11,1,Armored Personnel Services Union,Stipulated,,LOSS,2024-08-19 00:00:00,Certification of Results,2024,,,,,
4627,"10, 10 BIR, 11, 26 NAS",10-RM-346655,,Kroger Fulfillment Network LLC,RM,Forest Park,GA,2024-08-23 00:00:00,30,1,24,Teamsters Local Union No. 528,Stipulated,WON,,2024-09-03 00:00:00,Certific. of Representative,2024,,,,,
4628,"10, 10 BIR, 11, 26 NAS",10-RM-348012,,"Barter Foundation, Inc. d/b/a Barter Theatre",RM,Abingdon,VA,2024-08-27 00:00:00,29,21,4,International Alliance of Theatrical Stage Employees (IATSE),Directed,,LOSS,2024-09-27 00:00:00,Certification of Results,2024,,,,,
4629,"12, 12 JAC, 12 MIA, 24",12-RC-315595,,"SDH Education West, LLC",RC,Winter Park,FL,2023-11-16 00:00:00,93,39,33,"UNITE HERE Local 362, AFL-CIO",Directed,,LOSS,2024-09-18 00:00:00,Certification of Results,2024,,,,,
4630,"12, 12 JAC, 12 MIA, 24",12-RC-324102,,"Limetree Bay Terminals, LLC d/b/a Ocean Point Terminals",RC,Christiansted,VI,2023-10-03 00:00:00,56,25,24,"United Steelworkers, Local Union 8526",Stipulated,,LOSS,2023-10-16 00:00:00,Certification of Results,2024,,,,,
4631,"12, 12 JAC, 12 MIA, 24",12-RC-329095,,Mangual's Office Cleaning Service Inc.,RC,Guaynabo,PR,2023-12-05 00:00:00,1232,179,348,"Sindicato Puertorriqueño de Trabajadores y Trabajadoras, Local 1996, Service Employees International Union",Stipulated,WON,,2024-01-19 00:00:00,Certific. of Representative,2024,,,,,
